SPAID,DHSCC,FIPSCC,SPAYEAR,SPAFACID,ADM1CODE,ADM1NAME,SPAREGCO,SPAREGNA,SPATYPEC,SPATYPEN,SPAMANGC,SPAMANGN,SOURCE,LATNUM,LONGNUM,DATUM
NPSPA202100000046,NP,NP,2021.00000000000,46.00000000000,1.00000000000,Province 1,103.00000000000,Solukhumbu,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.37348000000,86.61780300000,WGS84
NPSPA202100000047,NP,NP,2021.00000000000,47.00000000000,1.00000000000,Province 1,103.00000000000,Solukhumbu,5.00000000000,"Other hospital (private, not-state-owned)",2.00000000000,NGO/Private not-for-profit,GPS,27.35977200000,86.65374200000,WGS84
NPSPA202100000048,NP,NP,2021.00000000000,48.00000000000,1.00000000000,Province 1,103.00000000000,Solukhumbu,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.53434200000,86.55446200000,WGS84
NPSPA202100000049,NP,NP,2021.00000000000,49.00000000000,1.00000000000,Province 1,103.00000000000,Solukhumbu,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.51537300000,86.58562300000,WGS84
NPSPA202100000050,NP,NP,2021.00000000000,50.00000000000,1.00000000000,Province 1,103.00000000000,Solukhumbu,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.58458500000,86.40976700000,WGS84
NPSPA202100000051,NP,NP,2021.00000000000,51.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.28697300000,86.64887000000,WGS84
NPSPA202100000052,NP,NP,2021.00000000000,52.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.30080300000,86.54311800000,WGS84
NPSPA202100000053,NP,NP,2021.00000000000,53.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.30715800000,86.47347800000,WGS84
NPSPA202100000054,NP,NP,2021.00000000000,54.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,5.00000000000,"Other hospital (private, not-state-owned)",2.00000000000,NGO/Private not-for-profit,GPS,27.33081200000,86.49983300000,WGS84
NPSPA202100000055,NP,NP,2021.00000000000,55.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.48521200000,86.32868700000,WGS84
NPSPA202100000056,NP,NP,2021.00000000000,56.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.30601300000,86.33868000000,WGS84
NPSPA202100000057,NP,NP,2021.00000000000,57.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.34628700000,86.26648700000,WGS84
NPSPA202100000058,NP,NP,2021.00000000000,58.00000000000,1.00000000000,Province 1,104.00000000000,Okhaldhunga,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.17532500000,86.43178200000,WGS84
NPSPA202100000059,NP,NP,2021.00000000000,59.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.38453700000,86.77876300000,WGS84
NPSPA202100000060,NP,NP,2021.00000000000,60.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.35774500000,86.74917200000,WGS84
NPSPA202100000061,NP,NP,2021.00000000000,61.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.13958800000,86.48237800000,WGS84
NPSPA202100000062,NP,NP,2021.00000000000,62.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.15891500000,86.57694300000,WGS84
NPSPA202100000063,NP,NP,2021.00000000000,63.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.17883700000,86.67658000000,WGS84
NPSPA202100000064,NP,NP,2021.00000000000,64.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.21352700000,86.79431500000,WGS84
NPSPA202100000065,NP,NP,2021.00000000000,65.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.24277700000,86.79818000000,WGS84
NPSPA202100000066,NP,NP,2021.00000000000,66.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.18284500000,86.77410500000,WGS84
NPSPA202100000067,NP,NP,2021.00000000000,67.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.19733300000,86.80699000000,WGS84
NPSPA202100000068,NP,NP,2021.00000000000,68.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,5.00000000000,"Other hospital (private, not-state-owned)",2.00000000000,NGO/Private not-for-profit,GPS,27.30702800000,86.77669000000,WGS84
NPSPA202100000069,NP,NP,2021.00000000000,69.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.14777500000,86.88575000000,WGS84
NPSPA202100000070,NP,NP,2021.00000000000,70.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.03710300000,86.86780200000,WGS84
NPSPA202100000071,NP,NP,2021.00000000000,71.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.98733300000,86.88417300000,WGS84
NPSPA202100000072,NP,NP,2021.00000000000,72.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.92943300000,86.78931500000,WGS84
NPSPA202100000073,NP,NP,2021.00000000000,73.00000000000,1.00000000000,Province 1,105.00000000000,Khotang,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.90412800000,86.82009000000,WGS84
NPSPA202100000074,NP,NP,2021.00000000000,74.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.35671200000,87.13147200000,WGS84
NPSPA202100000075,NP,NP,2021.00000000000,75.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.37695300000,87.13638000000,WGS84
NPSPA202100000076,NP,NP,2021.00000000000,76.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.29559800000,87.15773500000,WGS84
NPSPA202100000077,NP,NP,2021.00000000000,77.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.16072200000,86.98678300000,WGS84
NPSPA202100000078,NP,NP,2021.00000000000,78.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.16170500000,87.05283500000,WGS84
NPSPA202100000079,NP,NP,2021.00000000000,79.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.16648700000,87.05130000000,WGS84
NPSPA202100000080,NP,NP,2021.00000000000,80.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.20895500000,87.15748300000,WGS84
NPSPA202100000081,NP,NP,2021.00000000000,81.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.18539500000,87.20502700000,WGS84
NPSPA202100000082,NP,NP,2021.00000000000,82.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.12538200000,87.22379000000,WGS84
NPSPA202100000083,NP,NP,2021.00000000000,83.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.13027000000,87.02428300000,WGS84
NPSPA202100000084,NP,NP,2021.00000000000,84.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.02581700000,87.11789800000,WGS84
NPSPA202100000085,NP,NP,2021.00000000000,85.00000000000,1.00000000000,Province 1,106.00000000000,Bhojpur,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.97635800000,86.97920700000,WGS84
NPSPA202100000086,NP,NP,2021.00000000000,86.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.11373300000,87.31876500000,WGS84
NPSPA202100000087,NP,NP,2021.00000000000,87.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.99970200000,87.32670300000,WGS84
NPSPA202100000088,NP,NP,2021.00000000000,88.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.08330000000,87.26352700000,WGS84
NPSPA202100000089,NP,NP,2021.00000000000,89.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,26.97196500000,87.34380500000,WGS84
NPSPA202100000090,NP,NP,2021.00000000000,90.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,26.96733800000,87.33725300000,WGS84
NPSPA202100000091,NP,NP,2021.00000000000,91.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.95742000000,87.36738800000,WGS84
NPSPA202100000092,NP,NP,2021.00000000000,92.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.91483300000,87.16103800000,WGS84
NPSPA202100000093,NP,NP,2021.00000000000,93.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.97882000000,87.22501200000,WGS84
NPSPA202100000094,NP,NP,2021.00000000000,94.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.98299200000,87.20151300000,WGS84
NPSPA202100000095,NP,NP,2021.00000000000,95.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.88153000000,87.38822800000,WGS84
NPSPA202100000096,NP,NP,2021.00000000000,96.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.88214500000,87.49621700000,WGS84
NPSPA202100000097,NP,NP,2021.00000000000,97.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.92843200000,87.43583800000,WGS84
NPSPA202100000098,NP,NP,2021.00000000000,98.00000000000,1.00000000000,Province 1,107.00000000000,Dhankuta,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.95207300000,87.42307200000,WGS84
NPSPA202100000099,NP,NP,2021.00000000000,99.00000000000,1.00000000000,Province 1,108.00000000000,Terhathum,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.21941300000,87.65194700000,WGS84
NPSPA202100000100,NP,NP,2021.00000000000,100.00000000000,1.00000000000,Province 1,108.00000000000,Terhathum,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.14981800000,87.56940800000,WGS84
NPSPA202100000101,NP,NP,2021.00000000000,101.00000000000,1.00000000000,Province 1,108.00000000000,Terhathum,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.12862700000,87.53459800000,WGS84
NPSPA202100000102,NP,NP,2021.00000000000,102.00000000000,1.00000000000,Province 1,108.00000000000,Terhathum,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.16275000000,87.50947700000,WGS84
NPSPA202100000103,NP,NP,2021.00000000000,103.00000000000,1.00000000000,Province 1,108.00000000000,Terhathum,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.13572700000,87.40870200000,WGS84
NPSPA202100000104,NP,NP,2021.00000000000,104.00000000000,1.00000000000,Province 1,108.00000000000,Terhathum,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.10013200000,87.44069500000,WGS84
NPSPA202100000105,NP,NP,2021.00000000000,105.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.27621800000,87.92075700000,WGS84
NPSPA202100000106,NP,NP,2021.00000000000,106.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.27267300000,87.84290200000,WGS84
NPSPA202100000107,NP,NP,2021.00000000000,107.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.26214700000,87.84139300000,WGS84
NPSPA202100000108,NP,NP,2021.00000000000,108.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.23669200000,87.82582800000,WGS84
NPSPA202100000109,NP,NP,2021.00000000000,109.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.18510200000,87.73873300000,WGS84
NPSPA202100000110,NP,NP,2021.00000000000,110.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.16322300000,87.96448500000,WGS84
NPSPA202100000111,NP,NP,2021.00000000000,111.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.14881200000,87.76687000000,WGS84
NPSPA202100000112,NP,NP,2021.00000000000,112.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.08879500000,87.74935300000,WGS84
NPSPA202100000113,NP,NP,2021.00000000000,113.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.09045500000,87.76617300000,WGS84
NPSPA202100000114,NP,NP,2021.00000000000,114.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.18018800000,87.80642000000,WGS84
NPSPA202100000115,NP,NP,2021.00000000000,115.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.04825300000,87.60022800000,WGS84
NPSPA202100000116,NP,NP,2021.00000000000,116.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.06859500000,87.64514300000,WGS84
NPSPA202100000117,NP,NP,2021.00000000000,117.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.99730000000,87.68742000000,WGS84
NPSPA202100000118,NP,NP,2021.00000000000,118.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.93549800000,87.68826800000,WGS84
NPSPA202100000119,NP,NP,2021.00000000000,119.00000000000,1.00000000000,Province 1,109.00000000000,Panchthar,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.90142200000,87.54412800000,WGS84
NPSPA202100000120,NP,NP,2021.00000000000,120.00000000000,1.00000000000,Province 1,110.00000000000,Ilam,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.99216200000,87.98345300000,WGS84
NPSPA202100000121,NP,NP,2021.00000000000,121.00000000000,1.00000000000,Province 1,110.00000000000,Ilam,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.00659300000,87.88540300000,WGS84
NPSPA202100000122,NP,NP,2021.00000000000,122.00000000000,1.00000000000,Province 1,110.00000000000,Ilam,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,26.90946700000,87.92700800000,WGS84
NPSPA202100000123,NP,NP,2021.00000000000,123.00000000000,1.00000000000,Province 1,110.00000000000,Ilam,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.88211000000,87.90978000000,WGS84
